index,file,obj_id,class,xmax,xmin,ymax,ymin
18808,2008_004648,2,aeroplane,153,22,238,188
18809,2008_004648,3,aeroplane,480,85,82,1
18810,2008_004648,4,aeroplane,220,121,112,84
18811,2008_004648,5,aeroplane,399,340,130,101
18812,2008_004648,6,aeroplane,453,408,126,99
18813,2008_004648,7,aeroplane,500,417,147,99
18814,2008_004648,8,aeroplane,500,387,96,26
18815,2008_004648,9,aeroplane,262,199,122,98
18816,2008_004648,10,aeroplane,319,266,121,99
18817,2008_004648,11,aeroplane,460,330,292,214
18818,2008_004648,12,aeroplane,473,346,238,198
18819,2008_004648,13,aeroplane,305,257,87,62
18820,2008_004648,14,aeroplane,381,318,83,59
18821,2008_004648,15,aeroplane,455,377,93,70
18822,2008_004648,16,aeroplane,86,50,169,145
18825,2008_004648,19,person,485,470,333,298
18831,2011_001287,0,bird,451,7,320,86
18853,2011_003309,1,person,303,261,201,121
18859,2011_005036,0,person,275,82,491,54
18867,2008_006088,1,person,301,56,500,5
18868,2008_006088,2,person,333,277,500,50
18870,2010_004998,0,aeroplane,444,32,269,123
18872,2010_001638,2,person,403,375,139,80
18877,2008_004847,0,aeroplane,500,1,299,74
18881,2011_001536,1,person,444,388,167,112
18896,2010_004026,0,bird,398,24,261,99
18907,2008_003682,11,person,452,440,71,34
18928,2008_006665,1,sofa,330,6,333,168
18932,2008_006671,0,aeroplane,500,106,290,45
18933,2008_006671,1,aeroplane,418,18,242,159
18934,2008_003709,0,sofa,316,156,243,146
18935,2008_003709,1,sofa,499,292,333,188
18940,2012_003703,2,person,347,130,377,98
18944,2009_003361,3,person,360,213,270,62
18946,2009_005076,0,bird,395,257,305,158
18947,2009_005076,1,bird,468,362,250,125
18951,2008_006117,1,sofa,475,1,375,90
18952,2008_006117,2,sofa,392,164,84,1
18953,2008_006117,3,sofa,458,388,47,1
18956,2009_001238,0,person,181,1,334,61
18962,2012_000544,0,person,329,124,463,153
18963,2012_001882,0,person,307,279,253,177
18967,2009_000898,0,bird,270,152,497,252
18972,2008_006881,6,bird,359,345,26,1
18973,2008_006881,7,bird,384,366,26,1
18976,2011_000947,3,sofa,500,373,375,220
18982,2009_004426,6,sofa,458,350,230,131
18983,2009_004426,7,sofa,393,296,180,121
18991,2009_003349,0,person,500,229,273,15
19005,2008_008106,0,sofa,225,24,375,201
19006,2012_000550,0,person,484,265,465,54
19011,2011_000006,0,sofa,479,17,312,141
19016,2010_005516,0,bird,149,81,119,31
19017,2010_005516,1,bird,431,254,233,139
19018,2010_005516,2,bird,500,363,334,262
19019,2010_005516,3,bird,177,59,268,184
19020,2010_005516,4,bird,135,31,265,219
19021,2010_004608,0,aeroplane,271,186,166,138
19028,2010_001016,0,bird,372,180,252,57
19030,2010_000308,0,aeroplane,500,2,290,60
19042,2011_002605,0,aeroplane,285,115,184,105
19043,2011_002605,1,aeroplane,431,359,159,135
19044,2011_002605,2,aeroplane,455,423,156,141
19046,2008_001863,1,person,463,252,325,140
19056,2010_006023,0,aeroplane,256,68,157,68
19062,2008_007584,0,sofa,411,116,365,210
19080,2011_000990,0,sofa,500,1,375,1
19094,2011_001330,4,sofa,221,1,372,153
19105,2011_002639,1,person,454,248,439,68
19106,2011_002639,2,person,283,58,439,96
19120,2008_004270,2,sofa,500,19,375,127
19121,2009_005260,0,bird,322,202,253,93
19124,2009_000318,0,bird,294,199,225,124
19125,2009_000318,1,bird,109,1,165,1
19128,2007_009084,5,person,415,380,91,27
19132,2010_000863,0,bird,287,2,499,162
19133,2009_003605,1,sofa,500,1,332,1
19134,2011_001873,0,bird,483,228,315,144
19135,2009_001774,1,sofa,500,1,333,1
19139,2012_002637,0,person,210,22,333,77
19147,2012_000746,0,person,176,92,356,30
19153,2008_003245,6,person,500,400,141,1
19154,2008_005634,0,aeroplane,493,6,212,68
19158,2009_004142,3,person,69,1,281,108
19172,2011_005397,0,person,365,162,327,41
19178,2011_000589,0,person,480,419,161,48
19179,2011_000589,1,person,150,65,177,10
19187,2010_001214,0,aeroplane,381,330,163,145
19200,2010_003365,0,aeroplane,500,1,248,36
19206,2011_002407,0,bird,315,6,500,47
19215,2009_004817,0,bird,417,35,247,164
19227,2008_003286,2,sofa,195,1,265,1
19228,2008_003286,3,sofa,500,274,356,1
19245,2010_002045,0,sofa,433,5,353,83
19262,2010_004352,0,bird,161,104,374,221
19263,2008_007948,0,bird,364,76,336,115
19264,2008_007948,1,bird,276,58,323,62
19269,2011_000548,6,bird,22,7,143,125
19270,2011_000548,7,bird,74,43,242,192
19271,2011_000548,8,bird,185,157,186,138
19272,2011_000548,9,bird,148,114,246,193
19273,2011_000548,10,bird,109,65,187,147
19280,2008_002830,2,sofa,500,1,332,100
19297,2010_004420,0,bird,318,196,223,159
19298,2011_005356,0,person,283,1,375,1
19303,2010_003401,0,sofa,500,72,333,198
19321,2009_004140,0,sofa,500,398,251,169
19322,2010_000691,0,sofa,135,39,308,202
19323,2010_000691,1,sofa,500,391,301,183
19328,2009_002531,0,aeroplane,499,48,193,88
19330,2008_007021,2,sofa,480,1,336,66
19331,2009_000440,0,aeroplane,499,6,226,115
19333,2008_008474,3,person,468,427,214,171
19335,2008_003521,1,sofa,370,1,335,40
19337,2009_004626,0,aeroplane,331,164,141,14
19351,2009_000454,0,bird,195,135,318,192
19358,2010_004385,0,bird,246,25,226,23
19369,2009_002525,0,bird,260,187,273,132
19373,2009_003613,0,sofa,228,60,360,289
19374,2009_005262,0,bird,364,79,407,152
19380,2011_001871,0,aeroplane,479,25,224,94
19381,2009_003607,0,sofa,500,194,375,149
19382,2009_003607,1,sofa,285,1,297,77
19385,2012_001472,0,person,263,156,500,197
19392,2011_001440,1,sofa,338,183,307,192
19393,2011_001440,2,sofa,233,1,375,254
19401,2012_004085,0,person,61,19,235,135
19406,2011_000038,4,person,227,192,211,166
19409,2011_001326,0,bird,427,211,258,55
19410,2007_001627,0,person,238,177,89,9
19416,2012_003926,0,person,457,98,375,48
19417,2010_006753,0,person,327,159,375,110
19419,2009_000695,0,aeroplane,500,1,332,14
19421,2007_009521,0,sofa,158,1,375,245
19425,2009_002914,0,aeroplane,422,111,256,53
19436,2008_006868,1,sofa,472,1,375,38
19437,2011_007019,0,person,500,360,310,98
19444,2008_008676,1,person,307,283,265,189
19464,2009_000124,0,bird,419,314,185,137
19465,2009_000124,1,bird,319,249,291,261
19466,2011_002834,0,sofa,351,1,252,109
19483,2008_007237,3,person,49,30,204,154
19487,2011_005197,0,person,199,88,244,104
19488,2010_004187,0,bird,343,67,275,73
19492,2008_001120,0,bird,334,225,227,159
19495,2008_002429,0,bird,469,99,487,93
19498,2008_007579,0,aeroplane,500,51,284,64
19502,2008_006667,0,bird,273,182,183,73
19504,2009_003377,1,sofa,500,1,442,125
19515,2008_004716,3,person,397,382,234,212
19519,2010_004805,1,sofa,242,1,289,158
19520,2012_001670,0,person,197,127,271,129
19522,2009_001212,0,sofa,500,1,375,26
19527,2009_003363,0,person,500,358,320,103
19548,2009_004593,0,sofa,500,1,317,1
19554,2008_003694,0,bird,396,284,225,144
19555,2008_003694,1,bird,211,66,355,219
19556,2008_003694,2,bird,306,251,357,328
19560,2009_000087,0,sofa,450,215,371,262
19576,2008_004689,0,bird,308,207,155,67
19577,2010_000530,2,person,132,1,375,183
19586,2010_001148,0,sofa,464,86,375,208
19588,2010_006627,0,person,289,160,500,97
19591,2010_000256,0,sofa,420,54,239,44
19593,2009_000939,2,sofa,91,1,333,229
19594,2008_006920,0,aeroplane,427,65,181,94
19602,2010_005306,1,person,99,1,341,1
19605,2011_002767,0,bird,275,180,162,111
19606,2007_002266,0,aeroplane,458,231,346,251
19607,2007_002266,1,aeroplane,499,5,258,118
19608,2007_005509,0,aeroplane,463,11,200,65
19614,2007_005509,6,person,426,408,204,150
19619,2007_005509,11,person,309,295,202,155
19626,2010_001174,0,aeroplane,495,13,241,92
19627,2008_003864,0,person,500,375,375,55
19628,2011_006298,0,person,272,100,246,47
19636,2011_000831,0,bird,287,94,500,110
19637,2008_004138,0,aeroplane,416,116,266,150
19641,2010_002496,0,aeroplane,500,380,207,95
19642,2010_002496,1,aeroplane,400,35,266,83
19643,2010_002496,2,aeroplane,169,1,93,20
19644,2011_005949,0,person,319,252,342,150
19656,2008_007357,0,aeroplane,341,212,155,117
19663,2011_002940,8,person,284,238,107,48
19677,2008_007343,0,aeroplane,372,152,266,195
19678,2011_003492,0,person,373,324,336,245
19681,2008_001054,0,aeroplane,500,1,308,55
19682,2008_001054,1,person,331,284,134,77
19684,2008_001054,3,aeroplane,500,424,186,152
19686,2007_007493,1,person,373,35,375,4
19689,2011_005785,0,person,500,351,333,86
19693,2010_000295,0,aeroplane,326,137,210,131
19702,2008_004662,2,sofa,375,1,500,64
19703,2009_005114,0,bird,315,80,258,148
19704,2009_001372,0,aeroplane,486,66,199,46
19705,2009_001372,1,aeroplane,115,1,165,101
19714,2009_003571,0,aeroplane,490,9,214,85
19715,2008_002207,0,bird,275,248,213,183
19716,2008_002207,1,bird,306,269,195,178
19717,2008_002207,2,bird,38,1,48,23
19718,2008_002207,3,bird,492,442,73,35
19723,2012_001062,0,person,375,1,500,34
19735,2008_003496,2,sofa,401,1,375,156
19737,2007_000129,4,person,272,74,462,1
19745,2010_003549,1,bird,447,412,276,217
19749,2008_003482,1,person,492,388,375,193
19751,2011_001044,0,aeroplane,431,113,217,125
19752,2008_007182,0,sofa,500,1,375,134
19771,2009_004975,1,person,500,11,371,1
19774,2011_003109,1,person,223,168,216,179
19777,2010_005110,0,sofa,500,1,374,115
19811,2012_004330,0,person,370,230,441,133
19812,2010_000083,1,person,137,81,301,154
19814,2010_000097,0,sofa,500,395,334,143
19815,2010_000097,1,sofa,396,1,344,90
19823,2007_007849,5,person,429,379,280,166
19826,2012_000142,0,person,321,2,499,148
19838,2008_008272,13,sofa,272,1,375,243
19846,2011_000399,0,sofa,283,1,375,177
19855,2008_007169,4,sofa,375,160,320,203
19867,2008_008528,4,person,122,20,270,131
19868,2008_008528,5,person,182,119,270,115
19870,2008_008528,7,person,345,320,196,133
19882,2012_004319,0,person,301,274,137,82
19901,2008_006276,0,sofa,500,1,362,1
19918,2008_002776,4,sofa,500,325,333,198
19923,2008_000149,0,sofa,407,126,252,132
19926,2009_004021,0,bird,296,59,196,102
19927,2008_005757,0,bird,434,269,284,85
19928,2011_000398,1,person,137,105,216,147
19932,2010_004596,0,sofa,500,98,333,145
19941,2012_000625,3,person,225,189,306,241
19945,2009_000247,9,person,116,1,375,157
19959,2010_002695,0,aeroplane,500,1,299,38
19960,2010_002695,1,aeroplane,390,311,181,163
19961,2010_002695,2,aeroplane,121,1,202,106
19962,2008_008501,1,aeroplane,500,12,174,30
19978,2010_001411,4,person,18,8,198,167
19991,2008_005964,2,sofa,500,153,375,1
19995,2010_003574,2,person,262,213,142,105
19999,2009_004784,4,person,474,397,332,257
20010,2010_002642,0,sofa,500,153,374,131
20012,2012_000180,0,person,285,3,332,11
20034,2009_003799,0,aeroplane,500,14,234,84
20054,2011_002969,0,person,427,275,349,56
20060,2010_006815,0,person,459,191,375,52
20062,2008_004105,1,bird,142,31,231,86
20067,2009_003564,0,sofa,315,1,375,196
20073,2008_004893,0,bird,287,64,254,124
20076,2008_005233,0,bird,499,47,322,45
20081,2010_003945,0,aeroplane,493,39,252,119
20088,2010_002497,1,person,380,294,184,75
20095,2010_001820,0,bird,302,242,261,151
20100,2008_004887,0,sofa,500,270,228,124
20101,2008_004887,1,sofa,500,365,354,212
20102,2008_004887,3,sofa,321,249,177,115
20106,2011_002772,0,bird,178,120,234,177
20110,2011_000165,2,sofa,375,1,500,1
20112,2007_002273,1,person,186,121,118,14
20115,2009_000904,1,bird,117,45,400,217
20116,2009_000904,2,bird,286,213,399,195
20126,2011_002766,1,sofa,500,1,267,1
20138,2010_004757,1,sofa,500,1,146,1
20152,2009_000938,0,bird,317,78,318,82
20161,2010_001149,0,sofa,500,255,329,180
20170,2010_004025,0,sofa,469,1,361,99
20173,2010_004743,0,sofa,359,1,500,10
20178,2008_005582,5,person,342,287,375,215
20181,2009_002685,0,bird,454,72,275,52
20185,2009_005075,0,aeroplane,500,3,333,23
20191,2008_000203,1,person,376,313,248,117
20202,2009_004419,1,sofa,500,311,365,191
20208,2012_001665,0,person,444,416,210,142
20212,2008_008105,0,bird,345,233,235,111
20213,2008_006128,0,bird,343,1,408,52
20224,2008_006896,0,aeroplane,497,1,264,100
20227,2009_001549,0,aeroplane,489,1,245,86
20231,2008_006882,0,bird,306,1,500,93
20247,2010_001954,10,person,129,113,187,100
20250,2010_001954,13,person,157,145,137,102
20252,2010_001954,15,person,276,238,102,70
20253,2009_002732,0,sofa,500,1,333,1
20258,2012_001659,0,person,300,285,175,138
20264,2007_009252,0,sofa,500,40,369,200
20269,2010_001767,1,sofa,423,1,375,142
20274,2011_002160,0,sofa,499,1,380,137
20281,2008_003905,0,aeroplane,491,7,261,41
20299,2010_006034,0,aeroplane,499,1,272,83
20304,2007_001154,0,sofa,174,1,375,233
20305,2008_007593,0,bird,181,65,394,112
20316,2009_002083,0,sofa,304,74,355,134
20317,2011_001455,0,aeroplane,499,422,94,44
20318,2011_001455,1,aeroplane,477,316,78,26
20319,2011_001455,2,aeroplane,456,1,198,38
20320,2010_000323,0,aeroplane,500,1,369,102
20322,2008_007587,0,bird,417,40,335,108
20329,2008_006841,0,sofa,153,1,373,169
20336,2011_003256,2,sofa,414,5,307,75
20343,2011_005141,1,person,381,207,375,176
20348,2008_003087,0,bird,379,157,240,84
20349,2011_006448,0,person,274,167,302,111
20350,2008_002399,0,bird,285,153,311,251
20367,2009_003606,0,bird,437,247,292,18
20371,2008_008461,0,bird,303,149,364,71
20372,2008_007752,0,bird,437,91,403,83
20374,2007_009911,0,aeroplane,417,75,265,137
20379,2011_001694,0,bird,434,281,247,106
20380,2008_003534,0,person,161,11,375,121
20386,2009_002242,2,person,72,1,481,346
20394,2009_002524,8,person,301,277,244,200
20401,2009_002524,16,person,434,404,256,211
20405,2008_005623,0,sofa,491,7,247,5
20408,2009_000327,0,aeroplane,500,1,319,1
20417,2008_008313,0,sofa,500,104,271,1
20421,2009_004141,0,bird,246,95,164,61
20427,2011_001858,0,aeroplane,498,18,347,107
20430,2009_002256,0,bird,356,42,306,51
20431,2010_002939,0,aeroplane,497,1,182,41
20440,2011_003097,1,sofa,270,176,259,111
20450,2012_000976,0,person,186,41,337,27
20453,2010_004409,0,sofa,495,6,347,40
20455,2008_005810,0,bird,328,194,272,107
20461,2007_005130,0,bird,324,115,433,131
20466,2008_005186,0,bird,279,152,315,113
20469,2010_005059,0,aeroplane,315,167,243,148
20474,2008_000798,0,bird,242,192,236,181
20475,2008_000798,1,bird,196,125,262,186
20476,2008_000798,2,bird,130,53,237,156
20485,2008_003291,0,bird,394,65,417,78
20491,2009_003835,3,sofa,347,178,278,178
20506,2011_003054,2,person,335,311,312,244
